,node,eign,closeness,betwness,centrality,community,density
3436,5245,0.0004961366043296666,0,0,24,4,0.007758102421161939
1428,5663,0.0006152922493422067,0,0,25,4,0.007758102421161939
1811,7030,0.00029720049292513876,0,0,25,4,0.007758102421161939
2415,2713,0.0001657446571337056,0,0,25,4,0.007758102421161939
3808,6724,0.0006590360741119502,0,0,25,4,0.007758102421161939
31,4433,0.0002079028605082835,0,0,26,4,0.007758102421161939
39,5823,0.00045079638530547237,0,0,26,4,0.007758102421161939
260,3418,0.0001835786142845415,0,0,26,4,0.007758102421161939
645,4211,0.0005447447487921706,0,0,26,4,0.007758102421161939
2977,1698,0.0005484158379306739,0,0,26,4,0.007758102421161939
1606,3650,0.0004048344846357866,0,0,27,4,0.007758102421161939
2455,2994,0.0004416739137829452,0,0,27,4,0.007758102421161939
4819,4876,0.004367852816487194,0,0,27,4,0.007758102421161939
1653,3073,9.561115831468245e-05,0,0,28,4,0.007758102421161939
646,484,0.0006874856835970533,0,0,29,4,0.007758102421161939
1120,7587,0.0007657222367490089,0,0,29,4,0.007758102421161939
825,1497,0.0005367892145005024,0,0,30,4,0.007758102421161939
2151,3751,0.00022502028470569306,0,0,30,4,0.007758102421161939
1614,4298,0.0002781205988118361,0,0,31,4,0.007758102421161939
637,3900,0.0006703835442100976,0,0,32,4,0.007758102421161939
28,4319,0.0008150739973819275,0,0,33,4,0.007758102421161939
804,3342,0.0006738582699516317,0,0,33,4,0.007758102421161939
811,6955,0.0006355959133543992,0,0,33,4,0.007758102421161939
895,6888,0.00043693281750008695,0,0,33,4,0.007758102421161939
1022,5543,0.0002730389183379535,0,0,33,4,0.007758102421161939
814,2995,0.0005676607037494501,0,0,34,4,0.007758102421161939
184,5534,0.0005919583533454099,0,0,37,4,0.007758102421161939
648,2744,0.0005702921537518108,0,0,37,4,0.007758102421161939
33,3381,0.004412449999293955,0,0,38,4,0.007758102421161939
1100,4880,0.003065046770014268,0,0,38,4,0.007758102421161939
263,1312,0.0001247782612711752,0,0,39,4,0.007758102421161939
1418,221,0.0008731756855921958,0,0,39,4,0.007758102421161939
2289,7595,0.00043485022572939646,0,0,39,4,0.007758102421161939
822,2897,0.0007501774896133735,0,0,40,4,0.007758102421161939
1609,2515,0.0006565117381093557,0,0,42,4,0.007758102421161939
650,2391,0.0006850749939482019,0,0,44,4,0.007758102421161939
736,3039,0.00028372769924589063,0,0,44,4,0.007758102421161939
802,112,0.0008138603568603797,0,0,45,4,0.007758102421161939
818,7488,0.0004958023492587332,0,0,46,4,0.007758102421161939
632,4163,0.0009056659754820329,0,0,47,4,0.007758102421161939
1608,4452,0.0007714821500266214,0,0,52,4,0.007758102421161939
1544,1376,0.001978301820185424,0,0,57,4,0.007758102421161939
1510,1849,0.0012240774950804196,0,0,59,4,0.007758102421161939
1654,4125,0.0009604689835749861,0,0,59,4,0.007758102421161939
643,3873,0.008288902799444494,0,0,63,4,0.007758102421161939
90,5274,0.0006601582229645535,0,0,102,4,0.007758102421161939
215,5127,0.0013294783953375362,0,0,119,4,0.007758102421161939
638,3450,0.0017683467735050344,0,0,159,4,0.007758102421161939
128,3530,0.0016411923138363947,0,0,175,4,0.007758102421161939
55,4405,3.809020229907539e-07,0,0,1,5,0.0075912648459307095
73,4481,3.2786634529743156e-07,0,0,1,5,0.0075912648459307095
76,6053,3.2786634529743156e-07,0,0,1,5,0.0075912648459307095
226,26,4.582139734237245e-07,0,0,1,5,0.0075912648459307095
475,66,4.95165793188424e-09,0,0,1,5,0.0075912648459307095
639,99,6.195599142429771e-06,0,0,1,5,0.0075912648459307095
640,100,1.6108777612617421e-07,0,0,1,5,0.0075912648459307095
1133,5889,6.07261877921886e-06,0,0,1,5,0.0075912648459307095
1204,1309,2.0068284500073318e-07,0,0,1,5,0.0075912648459307095
1378,215,3.18652700654877e-06,0,0,1,5,0.0075912648459307095
1587,256,5.669742414947997e-06,0,0,1,5,0.0075912648459307095
1698,3531,1.0119204525822321e-07,0,0,1,5,0.0075912648459307095
1700,4848,1.0119204525822321e-07,0,0,1,5,0.0075912648459307095
2015,353,1.8641849990039175e-08,0,0,1,5,0.0075912648459307095
2282,423,3.843781522380255e-08,0,0,1,5,0.0075912648459307095
2312,6624,1.6364477283306408e-07,0,0,1,5,0.0075912648459307095
2319,5434,1.6364477283306408e-07,0,0,1,5,0.0075912648459307095
2522,5000,8.439898675126522e-09,0,0,1,5,0.0075912648459307095
2841,564,1.6303826651263423e-08,0,0,1,5,0.0075912648459307095
2900,3866,2.8174238291808664e-06,0,0,1,5,0.0075912648459307095
2921,597,1.7876611101092545e-08,0,0,1,5,0.0075912648459307095
2939,4205,3.5231441700207014e-07,0,0,1,5,0.0075912648459307095
3091,656,1.8433947007301345e-07,0,0,1,5,0.0075912648459307095
3359,749,3.18652700654877e-06,0,0,1,5,0.0075912648459307095
3477,797,8.836210039809813e-10,0,0,1,5,0.0075912648459307095
3622,7337,2.6064849788601614e-08,0,0,1,5,0.0075912648459307095
3623,6106,2.6064849788601614e-08,0,0,1,5,0.0075912648459307095
3845,948,1.689695594583686e-07,0,0,1,5,0.0075912648459307095
3901,4339,3.844294267780203e-11,0,0,1,5,0.0075912648459307095
3931,979,9.859347065699147e-09,0,0,1,5,0.0075912648459307095
3942,4178,4.12863631876937e-07,0,0,1,5,0.0075912648459307095
3953,1813,1.8732840497791729e-06,0,0,1,5,0.0075912648459307095
4069,1033,2.557753530569344e-05,0,0,1,5,0.0075912648459307095
4146,1071,1.2123708516585286e-11,0,0,1,5,0.0075912648459307095
4333,6404,1.4146930307630855e-08,0,0,1,5,0.0075912648459307095
4364,7546,2.6119724158028235e-07,0,0,1,5,0.0075912648459307095
4365,5055,2.6119724158028235e-07,0,0,1,5,0.0075912648459307095
4497,1257,1.9253836851349884e-09,0,0,1,5,0.0075912648459307095
4559,1294,6.607391041099854e-08,0,0,1,5,0.0075912648459307095
4626,1333,6.6017974074492905e-06,0,0,1,5,0.0075912648459307095
4629,1336,3.18652700654877e-06,0,0,1,5,0.0075912648459307095
4657,5191,1.0908747029619881e-08,0,0,1,5,0.0075912648459307095
4659,5771,1.0908747029619881e-08,0,0,1,5,0.0075912648459307095
4661,6447,1.0908747029619881e-08,0,0,1,5,0.0075912648459307095
4668,7312,1.6628677046775547e-07,0,0,1,5,0.0075912648459307095
4852,1473,2.7792544364711696e-07,0,0,1,5,0.0075912648459307095
4993,1573,1.0168245294996619e-08,0,0,1,5,0.0075912648459307095
5024,1591,1.2377326464360601e-08,0,0,1,5,0.0075912648459307095
5077,1620,2.557753530569344e-05,0,0,1,5,0.0075912648459307095
5194,4872,8.45198650748206e-10,0,0,1,5,0.0075912648459307095
5257,2245,1.99723620355732e-07,0,0,1,5,0.0075912648459307095
5259,5585,1.99723620355732e-07,0,0,1,5,0.0075912648459307095
5280,1754,1.4060598757159815e-08,0,0,1,5,0.0075912648459307095
5282,1755,2.761384489817822e-08,0,0,1,5,0.0075912648459307095
5338,5470,6.195599142429771e-06,0,0,1,5,0.0075912648459307095
5342,7543,6.195599142429771e-06,0,0,1,5,0.0075912648459307095
5377,1816,6.6017974074492905e-06,0,0,1,5,0.0075912648459307095
5473,6830,6.894104334907219e-10,0,0,1,5,0.0075912648459307095
5474,5798,6.894104334907219e-10,0,0,1,5,0.0075912648459307095
5488,1895,1.7313445830521936e-07,0,0,1,5,0.0075912648459307095
5507,3749,7.332122266285537e-08,0,0,1,5,0.0075912648459307095
5538,1930,2.1584294520385035e-08,0,0,1,5,0.0075912648459307095
5546,4168,2.211122801456934e-08,0,0,1,5,0.0075912648459307095
5566,1951,5.378775130331849e-09,0,0,1,5,0.0075912648459307095
5659,2025,7.4086089567131e-07,0,0,1,5,0.0075912648459307095
5684,3276,2.5735319865098837e-09,0,0,1,5,0.0075912648459307095
5798,2167,5.378775130331849e-09,0,0,1,5,0.0075912648459307095
5802,2172,8.673613535571979e-08,0,0,1,5,0.0075912648459307095
5841,2214,9.847998561659458e-09,0,0,1,5,0.0075912648459307095
5986,2375,3.159181711565544e-09,0,0,1,5,0.0075912648459307095
6001,2393,2.2902415796269348e-08,0,0,1,5,0.0075912648459307095
6160,2553,2.661644841591425e-07,0,0,1,5,0.0075912648459307095
6185,2581,5.171623102274756e-08,0,0,1,5,0.0075912648459307095
6204,2602,2.1434692731755634e-09,0,0,1,5,0.0075912648459307095
6223,3947,3.6979869879016636e-10,0,0,1,5,0.0075912648459307095
6259,2683,3.553476861460954e-06,0,0,1,5,0.0075912648459307095
6284,2716,4.648456642148934e-08,0,0,1,5,0.0075912648459307095
6324,2778,5.264810219000384e-09,0,0,1,5,0.0075912648459307095
6357,6402,1.8285572696430334e-11,0,0,1,5,0.0075912648459307095
6472,2990,8.295886239754361e-13,0,0,1,5,0.0075912648459307095
6536,6028,3.553476861460954e-06,0,0,1,5,0.0075912648459307095
6544,6582,2.370974262216683e-08,0,0,1,5,0.0075912648459307095
6632,3248,1.135904541807819e-09,0,0,1,5,0.0075912648459307095
6663,3328,5.378775130331849e-09,0,0,1,5,0.0075912648459307095
6694,5302,8.608782316437498e-09,0,0,1,5,0.0075912648459307095
6695,5069,8.608782316437498e-09,0,0,1,5,0.0075912648459307095
6701,3386,5.126620952124357e-10,0,0,1,5,0.0075912648459307095
6712,6660,3.109460326154806e-08,0,0,1,5,0.0075912648459307095
6764,3476,2.057059077261638e-07,0,0,1,5,0.0075912648459307095
6802,3532,7.4086089567131e-07,0,0,1,5,0.0075912648459307095
6864,3623,4.122030421381582e-07,0,0,1,5,0.0075912648459307095
6880,3668,2.557753530569344e-05,0,0,1,5,0.0075912648459307095
6923,3765,6.9528383407286644e-09,0,0,1,5,0.0075912648459307095
6931,3782,3.0604086106265063e-06,0,0,1,5,0.0075912648459307095
6983,3917,3.848231305558817e-06,0,0,1,5,0.0075912648459307095
6992,3941,7.317584750862131e-07,0,0,1,5,0.0075912648459307095
7009,3976,6.550030889070682e-09,0,0,1,5,0.0075912648459307095
7024,4010,2.2197189403246467e-08,0,0,1,5,0.0075912648459307095
7027,4015,3.6708004873375573e-07,0,0,1,5,0.0075912648459307095
7046,5983,1.162875247280422e-08,0,0,1,5,0.0075912648459307095
7090,5661,1.7253127630707633e-07,0,0,1,5,0.0075912648459307095
7119,4311,3.18652700654877e-06,0,0,1,5,0.0075912648459307095
7153,6109,7.4086089567131e-07,0,0,1,5,0.0075912648459307095
7178,4463,1.0915033645373111e-10,0,0,1,5,0.0075912648459307095
7182,4488,7.317584750862131e-07,0,0,1,5,0.0075912648459307095
7187,4509,2.557753530569344e-05,0,0,1,5,0.0075912648459307095
7190,7136,1.0817043215662811e-08,0,0,1,5,0.0075912648459307095
7191,6039,9.76658703570294e-05,0,0,1,5,0.0075912648459307095
7224,6239,3.18652700654877e-06,0,0,1,5,0.0075912648459307095
7251,7318,2.7792544364711696e-07,0,0,1,5,0.0075912648459307095
7256,6570,1.9060375403532667e-08,0,0,1,5,0.0075912648459307095
7344,6569,1.2783823279547917e-08,0,0,1,5,0.0075912648459307095
7374,6132,1.2356065479522077e-09,0,0,1,5,0.0075912648459307095
7379,5999,7.987589649204165e-09,0,0,1,5,0.0075912648459307095
7402,5140,2.557753530569344e-05,0,0,1,5,0.0075912648459307095
7412,5185,1.8156659100082404e-08,0,0,1,5,0.0075912648459307095
7414,5193,2.1026822031284536e-09,0,0,1,5,0.0075912648459307095
7435,5321,8.65322995021625e-07,0,0,1,5,0.0075912648459307095
7437,5333,1.7747818595622582e-07,0,0,1,5,0.0075912648459307095
7464,7051,3.5767632644675227e-06,0,0,1,5,0.0075912648459307095
7466,6995,5.14382762555647e-09,0,0,1,5,0.0075912648459307095
7502,5760,1.9253836851349884e-09,0,0,1,5,0.0075912648459307095
7535,5958,2.557753530569344e-05,0,0,1,5,0.0075912648459307095
7545,6024,1.1398812104278312e-08,0,0,1,5,0.0075912648459307095
7551,6128,3.0604086106265063e-06,0,0,1,5,0.0075912648459307095
7553,7150,3.0604086106265063e-06,0,0,1,5,0.0075912648459307095
7564,7000,1.206602283352756e-08,0,0,1,5,0.0075912648459307095
7572,6982,7.317584750862131e-07,0,0,1,5,0.0075912648459307095
7587,7249,1.1398812104278312e-08,0,0,1,5,0.0075912648459307095
7592,6573,3.6220457821552654e-11,0,0,1,5,0.0075912648459307095
7610,6915,4.511428613506393e-09,0,0,1,5,0.0075912648459307095
20,5179,1.9640827870533338e-07,0,0,2,5,0.0075912648459307095
603,94,4.0124066546206424e-07,0,0,2,5,0.0075912648459307095
641,5361,6.1997876184436675e-06,0,0,2,5,0.0075912648459307095
1265,6123,2.3579813612748384e-09,0,0,2,5,0.0075912648459307095
1321,3043,0.0006745404971421227,0,0,2,5,0.0075912648459307095
1411,4696,5.686149737557225e-08,0,0,2,5,0.0075912648459307095
1488,231,3.572069033213264e-08,0,0,2,5,0.0075912648459307095
1517,5888,2.5925170766793894e-07,0,0,2,5,0.0075912648459307095
1661,3298,2.0724271985626533e-05,0,0,2,5,0.0075912648459307095
1787,2074,1.9764727418777233e-08,0,0,2,5,0.0075912648459307095
1788,6691,1.9764727418777233e-08,0,0,2,5,0.0075912648459307095
1815,300,6.213402261552268e-06,0,0,2,5,0.0075912648459307095
1996,3549,3.3616274163799443e-06,0,0,2,5,0.0075912648459307095
2064,1939,5.378086644885198e-07,0,0,2,5,0.0075912648459307095
2068,5486,1.9656980726110183e-07,0,0,2,5,0.0075912648459307095
2157,2621,1.4048779862954283e-08,0,0,2,5,0.0075912648459307095
2175,394,5.579412261811108e-08,0,0,2,5,0.0075912648459307095
2176,6162,8.51578860824039e-07,0,0,2,5,0.0075912648459307095
2242,412,3.2196785578860686e-07,0,0,2,5,0.0075912648459307095
2314,6149,5.295387594595304e-07,0,0,2,5,0.0075912648459307095
2316,5164,1.7940090552248357e-07,0,0,2,5,0.0075912648459307095
2326,437,7.208824636057189e-07,0,0,2,5,0.0075912648459307095
2327,1445,2.5596558988298104e-05,0,0,2,5,0.0075912648459307095
2368,447,0.00017322588005696588,0,0,2,5,0.0075912648459307095
2517,5138,2.70817486651657e-08,0,0,2,5,0.0075912648459307095
2518,1923,4.6278544418144604e-08,0,0,2,5,0.0075912648459307095
2519,4766,2.1808939126397295e-07,0,0,2,5,0.0075912648459307095
2521,3479,4.6278544418144604e-08,0,0,2,5,0.0075912648459307095
2846,4482,9.719615311373086e-06,0,0,2,5,0.0075912648459307095
2936,4581,3.1864693604735292e-06,0,0,2,5,0.0075912648459307095
2941,5219,3.9489748649596676e-07,0,0,2,5,0.0075912648459307095
2985,3176,1.7963423520451333e-09,0,0,2,5,0.0075912648459307095
2995,622,5.404427878417352e-08,0,0,2,5,0.0075912648459307095
3018,4688,7.57594787926658e-08,0,0,2,5,0.0075912648459307095
3019,5819,1.9693982936397135e-05,0,0,2,5,0.0075912648459307095
3157,5180,3.5662407911760254e-06,0,0,2,5,0.0075912648459307095
3249,712,6.013952046852431e-07,0,0,2,5,0.0075912648459307095
3433,3092,2.917768490589915e-08,0,0,2,5,0.0075912648459307095
3438,5691,1.877210543393786e-08,0,0,2,5,0.0075912648459307095
3441,781,1.542034094429133e-07,0,0,2,5,0.0075912648459307095
3621,7207,2.6083135361298045e-08,0,0,2,5,0.0075912648459307095
3647,869,1.3991406518662551e-08,0,0,2,5,0.0075912648459307095
3761,917,2.188578922657711e-07,0,0,2,5,0.0075912648459307095
3865,952,3.959030376234629e-06,0,0,2,5,0.0075912648459307095
3896,962,3.3223839457014107e-07,0,0,2,5,0.0075912648459307095
3900,965,1.3947176115942868e-09,0,0,2,5,0.0075912648459307095
3928,978,1.2110170345943038e-09,0,0,2,5,0.0075912648459307095
3929,6474,3.167295734885875e-11,0,0,2,5,0.0075912648459307095
3930,5181,4.638327999301151e-08,0,0,2,5,0.0075912648459307095
3944,4410,1.443485922343614e-05,0,0,2,5,0.0075912648459307095
4147,5083,4.6449731514452586e-10,0,0,2,5,0.0075912648459307095
4173,5672,3.031353476731515e-07,0,0,2,5,0.0075912648459307095
4233,1110,6.93646003810108e-06,0,0,2,5,0.0075912648459307095
4298,3434,6.611666355159297e-06,0,0,2,5,0.0075912648459307095
4360,5825,2.616726251333264e-07,0,0,2,5,0.0075912648459307095
4362,6611,2.6179895056208824e-07,0,0,2,5,0.0075912648459307095
4512,6284,3.993018411662336e-07,0,0,2,5,0.0075912648459307095
4513,5150,3.5933711440967804e-06,0,0,2,5,0.0075912648459307095
4570,1301,7.329258186854313e-06,0,0,2,5,0.0075912648459307095
4658,4564,1.0918404015101567e-08,0,0,2,5,0.0075912648459307095
4727,3109,3.613804860060481e-08,0,0,2,5,0.0075912648459307095
4728,4028,2.1962939641107363e-08,0,0,2,5,0.0075912648459307095
4779,6957,3.0812312118725626e-06,0,0,2,5,0.0075912648459307095
4946,6209,1.7809133726028262e-08,0,0,2,5,0.0075912648459307095
4963,2380,2.029813200630526e-07,0,0,2,5,0.0075912648459307095
5051,1607,2.315358988163728e-08,0,0,2,5,0.0075912648459307095
5067,6008,4.468449757664546e-07,0,0,2,5,0.0075912648459307095
5232,1717,2.9876946027276565e-08,0,0,2,5,0.0075912648459307095
5243,7561,8.267121744387488e-07,0,0,2,5,0.0075912648459307095
5247,6360,4.7238021002552896e-07,0,0,2,5,0.0075912648459307095
5258,2613,2.4393747797842e-07,0,0,2,5,0.0075912648459307095
5292,6994,5.604813777839849e-06,0,0,2,5,0.0075912648459307095
5333,2827,6.199790464105835e-06,0,0,2,5,0.0075912648459307095
5343,3322,0.006641587470050344,0,0,2,5,0.0075912648459307095
5515,1912,2.9198604240427675e-07,0,0,2,5,0.0075912648459307095
5568,1955,1.1665174302834536e-09,0,0,2,5,0.0075912648459307095
5569,4633,1.1665174302834536e-09,0,0,2,5,0.0075912648459307095
5687,2052,1.6119700070523835e-07,0,0,2,5,0.0075912648459307095
5688,6384,4.194165397844546e-09,0,0,2,5,0.0075912648459307095
5689,2053,1.1434998025389799e-07,0,0,2,5,0.0075912648459307095
5702,2068,8.103711562216037e-08,0,0,2,5,0.0075912648459307095
5721,3543,2.8629625201100596e-06,0,0,2,5,0.0075912648459307095
5742,6052,2.7696724357020607e-05,0,0,2,5,0.0075912648459307095
5750,4173,3.4246086364048774e-07,0,0,2,5,0.0075912648459307095
5751,7474,1.495837107603204e-06,0,0,2,5,0.0075912648459307095
5872,7341,1.7325207437394792e-07,0,0,2,5,0.0075912648459307095
5899,2279,1.3115324769192396e-08,0,0,2,5,0.0075912648459307095
6101,7221,1.7212874116993414e-07,0,0,2,5,0.0075912648459307095
6205,6963,8.269531219640641e-08,0,0,2,5,0.0075912648459307095
6251,2667,3.752844359000966e-07,0,0,2,5,0.0075912648459307095
6256,2678,2.3546241501162715e-08,0,0,2,5,0.0075912648459307095
6264,7258,4.4627240044016375e-07,0,0,2,5,0.0075912648459307095
6265,5050,2.6634629624950685e-07,0,0,2,5,0.0075912648459307095
6325,5157,2.0217389675047134e-07,0,0,2,5,0.0075912648459307095
6350,4379,9.787060649684191e-09,0,0,2,5,0.0075912648459307095
6356,2839,6.894104334907218e-10,0,0,2,5,0.0075912648459307095
6361,2851,2.5692911493413284e-07,0,0,2,5,0.0075912648459307095
6409,4383,2.221987326916108e-07,0,0,2,5,0.0075912648459307095
6437,4160,6.682131846595162e-08,0,0,2,5,0.0075912648459307095
6441,4559,1.4590419943512513e-07,0,0,2,5,0.0075912648459307095
6462,4446,3.4857365225011783e-07,0,0,2,5,0.0075912648459307095
6535,5483,3.6504397375470197e-06,0,0,2,5,0.0075912648459307095
6537,6335,3.6504397375470197e-06,0,0,2,5,0.0075912648459307095
6552,3100,6.137195960305282e-07,0,0,2,5,0.0075912648459307095
6622,4177,1.8260519575582353e-08,0,0,2,5,0.0075912648459307095
6831,4421,8.730847648888506e-07,0,0,2,5,0.0075912648459307095
6832,3731,8.730847648888506e-07,0,0,2,5,0.0075912648459307095
6833,5997,2.4353471814189e-06,0,0,2,5,0.0075912648459307095
6834,4807,2.3734531140446864e-07,0,0,2,5,0.0075912648459307095
6889,6819,0.00013008826932333592,0,0,2,5,0.0075912648459307095
6991,3936,4.429998410486011e-08,0,0,2,5,0.0075912648459307095
7139,6513,3.6584921505434283e-06,0,0,2,5,0.0075912648459307095
7173,6892,1.3733565835055242e-09,0,0,2,5,0.0075912648459307095
7189,4513,3.0660434380640464e-08,0,0,2,5,0.0075912648459307095
7207,5437,3.7011713201026374e-10,0,0,2,5,0.0075912648459307095
7252,7157,6.832575976958827e-08,0,0,2,5,0.0075912648459307095
7373,5022,4.7103675582060946e-08,0,0,2,5,0.0075912648459307095
7378,7449,4.0653341168511197e-07,0,0,2,5,0.0075912648459307095
7417,6472,2.559541191679453e-05,0,0,2,5,0.0075912648459307095
7433,5368,4.3713109209500696e-07,0,0,2,5,0.0075912648459307095
7508,6922,5.507895088335877e-08,0,0,2,5,0.0075912648459307095
75,2660,1.465689151790535e-06,0,0,3,5,0.0075912648459307095
77,246,6.2228714432641955e-06,0,0,3,5,0.0075912648459307095
78,3843,6.696403191435255e-06,0,0,3,5,0.0075912648459307095
80,366,6.553807402929002e-06,0,0,3,5,0.0075912648459307095
227,5345,1.7663913820752918e-05,0,0,3,5,0.0075912648459307095
476,5605,1.9030656230300093e-07,0,0,3,5,0.0075912648459307095
960,5787,3.0803146512620463e-07,0,0,3,5,0.0075912648459307095
964,5265,1.73838295458191e-07,0,0,3,5,0.0075912648459307095
966,724,2.1797311054891308e-07,0,0,3,5,0.0075912648459307095
969,6395,3.124658767782676e-07,0,0,3,5,0.0075912648459307095
1689,7155,0.00022074769136979296,0,0,3,5,0.0075912648459307095
1785,294,3.916756205672368e-08,0,0,3,5,0.0075912648459307095
1857,308,9.854988816862728e-06,0,0,3,5,0.0075912648459307095
1895,7439,3.252349442493515e-06,0,0,3,5,0.0075912648459307095
1993,2785,6.244906243927021e-06,0,0,3,5,0.0075912648459307095
2177,1414,1.2732780149625348e-06,0,0,3,5,0.0075912648459307095
2243,7008,1.1920262869904085e-05,0,0,3,5,0.0075912648459307095
2317,6349,3.7676413141266497e-07,0,0,3,5,0.0075912648459307095
2520,6694,3.114231886469528e-08,0,0,3,5,0.0075912648459307095
2526,5298,3.114231886469528e-08,0,0,3,5,0.0075912648459307095
2887,583,5.411452184780462e-05,0,0,3,5,0.0075912648459307095
2898,590,0.00010875370996885699,0,0,3,5,0.0075912648459307095
2935,3844,1.6240816987963907e-06,0,0,3,5,0.0075912648459307095
2937,6600,3.188612829746705e-06,0,0,3,5,0.0075912648459307095
2938,5129,5.740792016882384e-07,0,0,3,5,0.0075912648459307095
2988,7004,2.433057753675584e-08,0,0,3,5,0.0075912648459307095
3118,6137,6.355911093238639e-06,0,0,3,5,0.0075912648459307095
3119,4220,4.1540024437669616e-07,0,0,3,5,0.0075912648459307095
3128,6761,8.393929401393779e-07,0,0,3,5,0.0075912648459307095
3170,687,2.977890959828339e-07,0,0,3,5,0.0075912648459307095
3242,5611,1.0763575004923602e-05,0,0,3,5,0.0075912648459307095
3428,775,3.6629259570742256e-06,0,0,3,5,0.0075912648459307095
3429,6289,5.608940234471057e-07,0,0,3,5,0.0075912648459307095
3430,3466,3.6629259570742256e-06,0,0,3,5,0.0075912648459307095
3626,1885,2.610142093399448e-08,0,0,3,5,0.0075912648459307095
3902,6325,5.1000253706385957e-08,0,0,3,5,0.0075912648459307095
3932,2983,3.7802268610081026e-07,0,0,3,5,0.0075912648459307095
3941,5608,1.1082819540179546e-06,0,0,3,5,0.0075912648459307095
3952,6824,5.411452184780462e-05,0,0,3,5,0.0075912648459307095
3954,5942,2.8733494159176507e-05,0,0,3,5,0.0075912648459307095
4060,1028,7.626465426802684e-07,0,0,3,5,0.0075912648459307095
4172,1087,5.0206172907450575e-06,0,0,3,5,0.0075912648459307095
4363,6795,5.029554478438106e-06,0,0,3,5,0.0075912648459307095
4400,1205,7.376864027432734e-06,0,0,3,5,0.0075912648459307095
4480,6907,2.6063067436743758e-05,0,0,3,5,0.0075912648459307095
4508,2112,5.918487625673548e-07,0,0,3,5,0.0075912648459307095
4571,6929,0.00017327977364157157,0,0,3,5,0.0075912648459307095
4667,1362,6.3996466114073274e-06,0,0,3,5,0.0075912648459307095
4726,2049,9.848234000543152e-08,0,0,3,5,0.0075912648459307095
4729,4255,2.971531471764508e-08,0,0,3,5,0.0075912648459307095
4759,3186,3.221271929174646e-05,0,0,3,5,0.0075912648459307095
4777,2695,1.6940935748781387e-07,0,0,3,5,0.0075912648459307095
4962,4699,1.0904560013341735e-07,0,0,3,5,0.0075912648459307095
5052,7291,6.296919149484551e-07,0,0,3,5,0.0075912648459307095
5061,4737,0.00014854351395636396,0,0,3,5,0.0075912648459307095
5068,1727,5.468237703524951e-07,0,0,3,5,0.0075912648459307095
5177,7286,9.477752120537015e-06,0,0,3,5,0.0075912648459307095
5196,5436,2.4369688722952397e-08,0,0,3,5,0.0075912648459307095
5260,4249,4.5625652917891066e-07,0,0,3,5,0.0075912648459307095
5330,4546,1.2078203008405491e-05,0,0,3,5,0.0075912648459307095
5334,5562,6.655957100794037e-06,0,0,3,5,0.0075912648459307095
5335,4159,6.441065077486349e-06,0,0,3,5,0.0075912648459307095
5336,4805,6.257792267369202e-06,0,0,3,5,0.0075912648459307095
5341,3570,6.442624515008492e-06,0,0,3,5,0.0075912648459307095
5362,1803,3.229694990901629e-07,0,0,3,5,0.0075912648459307095
5496,4229,6.634087429653873e-06,0,0,3,5,0.0075912648459307095
5703,5858,3.2866718434935085e-09,0,0,3,5,0.0075912648459307095
5822,3534,5.599311023178243e-06,0,0,3,5,0.0075912648459307095
5865,5051,2.1949155753602145e-07,0,0,3,5,0.0075912648459307095
5896,2274,5.463303176047654e-07,0,0,3,5,0.0075912648459307095
6238,5910,2.108262836364438e-07,0,0,3,5,0.0075912648459307095
6243,2649,8.591742298903763e-07,0,0,3,5,0.0075912648459307095
6263,3018,6.228701154963644e-07,0,0,3,5,0.0075912648459307095
6349,3802,1.8944985077493933e-07,0,0,3,5,0.0075912648459307095
6351,7348,3.131226232233206e-07,0,0,3,5,0.0075912648459307095
6534,6211,3.742625843932004e-06,0,0,3,5,0.0075912648459307095
6702,3929,1.928396009195111e-08,0,0,3,5,0.0075912648459307095
6781,3516,5.26448829842922e-06,0,0,3,5,0.0075912648459307095
6961,6864,2.641047795498631e-07,0,0,3,5,0.0075912648459307095
7073,4252,8.206454389785113e-07,0,0,3,5,0.0075912648459307095
7158,4518,4.1171230494830274e-07,0,0,3,5,0.0075912648459307095
604,5042,1.0315574097332073e-07,0,0,4,5,0.0075912648459307095
963,684,2.2589009087621374e-07,0,0,4,5,0.0075912648459307095
968,4505,3.20293089382413e-07,0,0,4,5,0.0075912648459307095
1088,158,4.6017934782828133e-07,0,0,4,5,0.0075912648459307095
1263,190,5.6312173496593964e-08,0,0,4,5,0.0075912648459307095
1410,218,1.8830989750721484e-06,0,0,4,5,0.0075912648459307095
1414,4250,7.178670208143755e-06,0,0,4,5,0.0075912648459307095
1569,251,2.1783486318035847e-06,0,0,4,5,0.0075912648459307095
1571,679,4.913685451397892e-07,0,0,4,5,0.0075912648459307095
1658,275,1.0032802960146378e-05,0,0,4,5,0.0075912648459307095
1696,5251,3.4198930723745804e-07,0,0,4,5,0.0075912648459307095
1858,1944,3.0050456227199695e-07,0,0,4,5,0.0075912648459307095
1894,4524,0.0037700314216848824,0,0,4,5,0.0075912648459307095
1980,575,1.0967358932113585e-07,0,0,4,5,0.0075912648459307095
2000,5887,7.978436711882206e-08,0,0,4,5,0.0075912648459307095
2066,6362,1.1326469795377003e-06,0,0,4,5,0.0075912648459307095
2154,4877,2.0607604864199368e-07,0,0,4,5,0.0075912648459307095
2155,4437,5.2206105155245325e-08,0,0,4,5,0.0075912648459307095
